Now loading data using DB:  etcd
core
Using request distribution 'uniform' a keyrange of [0 99999]
***************** properties *****************
"measurementtype"="raw"
"command"="run"
"workload"="core"
"scanproportion"="0"
"threadcount"="8"
"dotransactions"="true"
"insertproportion"="0"
"readproportion"="0.5"
"operationcount"="50000"
"requestdistribution"="uniform"
"docollectingdata"="false"
"etcd.dial_timeout"="10s"
"updateproportion"="0.5"
"etcd.endpoints"="192.168.37.15:2379"
"recordcount"="100000"
"readallfields"="true"
**********************************************
**********************************************
Run finished, takes 9m10.150120668s
operation,timestamp_us,latency_us
READ,1716265706755349,117640
READ,1716265706755376,117722
READ,1716265706755343,117771
READ,1716265706814412,117216
READ,1716265706814303,117459
READ,1716265706814410,117369
READ,1716265706815468,116325
READ,1716265706873872,116338
READ,1716265706873126,117088
READ,1716265706873002,117320
READ,1716265706873110,117247
READ,1716265706931802,117085
READ,1716265706931641,117269
READ,1716265706931772,117154
READ,1716265706990220,117596
READ,1716265706990224,117609
READ,1716265707051784,114705
READ,1716265707048923,117595
READ,1716265707048937,117638
READ,1716265707048900,117689
READ,1716265707108946,116372
READ,1716265707107827,117624
READ,1716265707167341,118489
READ,1716265707166600,119482
READ,1716265707168946,117153
READ,1716265707166502,119854
READ,1716265707166584,119811
READ,1716265707226527,116101
READ,1716265707225334,117315
READ,1716265707285821,115518
READ,1716265707286111,115247
READ,1716265707286406,114953
READ,1716265707285847,115583
READ,1716265707342661,117455
READ,1716265707342642,117488
READ,1716265707401373,117366
READ,1716265707401439,117341
READ,1716265707408928,109877
READ,1716265707401349,117494
READ,1716265707468276,109270
READ,1716265707460145,117437
READ,1716265707460787,116800
READ,1716265707518858,117356
READ,1716265707518817,117442
READ,1716265707518793,117615
READ,1716265707518752,117663
READ,1716265707577596,117360
READ,1716265707577558,117414
READ,1716265707638435,115354
READ,1716265707636238,117624
READ,1716265707637099,116846
READ,1716265707636422,117534
READ,1716265707753801,59504
READ,1716265707754900,117209
READ,1716265707754841,117298
READ,1716265707753872,118271
READ,1716265707814780,116166
READ,1716265707813594,117372
READ,1716265707813695,117289
READ,1716265707872867,116615
READ,1716265707874094,115426
READ,1716265707872154,117404
READ,1716265707872121,117507
READ,1716265707931594,116719
READ,1716265707930996,117429
READ,1716265707930977,117474
READ,1716265707930961,117645
READ,1716265707989568,117605
READ,1716265707989640,117557
READ,1716265707989492,117715
READ,1716265707989529,117693
READ,1716265708048326,117475
READ,1716265708108280,116275
READ,1716265708107949,116652
READ,1716265708107218,117542
READ,1716265708107233,117620
READ,1716265708166920,116453
READ,1716265708167010,116363
READ,1716265708225182,117215
READ,1716265708224567,117905
READ,1716265708224613,117955
READ,1716265708283389,117673
READ,1716265708286567,114502
READ,1716265708343856,115865
READ,1716265708342486,117337
READ,1716265708343910,115993
READ,1716265708401786,116587
READ,1716265708401081,117305
READ,1716265708461619,115581
READ,1716265708460946,116274
READ,1716265708459836,117390
READ,1716265708518388,117410
READ,1716265708519388,116436
READ,1716265708521041,114841
READ,1716265708578017,116693
READ,1716265708578882,115903
READ,1716265708636858,116449
READ,1716265708636887,116461
READ,1716265708636873,116495
READ,1716265708635811,117651
READ,1716265708694723,117743
READ,1716265708695634,116839
READ,1716265708753319,117962
READ,1716265708753380,117960
READ,1716265708754284,117072
READ,1716265708753476,117888
READ,1716265708754631,116735
READ,1716265708812486,117706
READ,1716265708812941,117283
READ,1716265708871375,117660
READ,1716265708871354,117808
READ,1716265708871368,117820
READ,1716265708931813,115924
READ,1716265708930204,117564
READ,1716265708990945,115560
READ,1716265708990355,116323
READ,1716265708989199,117492
READ,1716265709049005,116522
READ,1716265709107934,116254
READ,1716265709107980,116268
READ,1716265709107408,116842
READ,1716265709166328,117063
READ,1716265709166538,116985
READ,1716265709166087,117455
READ,1716265709165540,118042
READ,1716265709226676,115495
READ,1716265709224214,118081
READ,1716265709283593,117482
READ,1716265709283433,117671
