Now loading data using DB:  etcd
core
Using request distribution 'uniform' a keyrange of [0 99999]
***************** properties *****************
"etcd.endpoints"="192.168.37.14:2379"
"insertproportion"="0"
"readallfields"="true"
"threadcount"="8"
"dotransactions"="true"
"operationcount"="50000"
"readproportion"="0.5"
"recordcount"="100000"
"measurementtype"="raw"
"docollectingdata"="false"
"command"="run"
"workload"="core"
"etcd.dial_timeout"="10s"
"requestdistribution"="uniform"
"scanproportion"="0"
"updateproportion"="0.5"
**********************************************
**********************************************
Run finished, takes 3m30.714394972s
operation,timestamp_us,latency_us
READ,1716265875401874,44306
READ,1716265875403359,43011
READ,1716265875423727,44834
READ,1716265875425201,43603
READ,1716265875446383,44753
READ,1716265875446194,44966
READ,1716265875446172,45114
READ,1716265875468572,45091
READ,1716265875468817,44879
READ,1716265875493679,42305
READ,1716265875491176,44851
READ,1716265875491301,44773
READ,1716265875536085,23450
READ,1716265875538796,43022
READ,1716265875538212,43647
READ,1716265875535997,45888
READ,1716265875559495,44671
READ,1716265875560367,43802
READ,1716265875585605,40948
READ,1716265875581870,44746
READ,1716265875581830,44840
READ,1716265875581899,44785
READ,1716265875604182,44721
READ,1716265875604178,44799
READ,1716265875607039,42047
READ,1716265875628950,42382
READ,1716265875626695,44686
READ,1716265875649837,43889
READ,1716265875650059,43687
READ,1716265875648919,44883
READ,1716265875650029,43823
READ,1716265875672303,43919
READ,1716265875671393,44934
READ,1716265875672124,44253
READ,1716265875693814,44917
READ,1716265875693758,45018
READ,1716265875693739,45063
READ,1716265875716235,44736
READ,1716265875717839,43218
READ,1716265875716391,44682
READ,1716265875716922,44184
READ,1716265875738815,44685
READ,1716265875762430,43659
READ,1716265875761069,45049
READ,1716265875761117,45041
READ,1716265875761949,44218
READ,1716265875760983,45235
READ,1716265875761085,45215
READ,1716265875783513,44872
READ,1716265875806319,44666
READ,1716265875806180,44834
READ,1716265875806172,44873
READ,1716265875829583,43849
READ,1716265875828397,45041
READ,1716265875831417,42091
READ,1716265875829422,44086
READ,1716265875851056,44838
READ,1716265875852742,43163
READ,1716265875873451,44942
READ,1716265875874262,44308
READ,1716265875896822,44188
READ,1716265875897028,44081
READ,1716265875897425,43698
READ,1716265875918580,44867
READ,1716265875919416,44052
READ,1716265875920053,43660
READ,1716265875941537,44599
READ,1716265875941021,45163
READ,1716265875942529,43661
READ,1716265875941133,45058
READ,1716265875963464,45056
READ,1716265875963725,44811
READ,1716265875964364,44194
READ,1716265875986206,44662
READ,1716265875986202,44713
READ,1716265876008533,44941
READ,1716265876009589,43886
READ,1716265876009573,43925
READ,1716265876009991,43541
READ,1716265876030881,44937
READ,1716265876030927,45017
READ,1716265876032110,43854
READ,1716265876053510,44751
READ,1716265876053486,44797
READ,1716265876055349,43110
READ,1716265876075978,44753
READ,1716265876075831,44962
READ,1716265876098471,44581
READ,1716265876100068,43030
READ,1716265876122087,47847
READ,1716265876123315,47441
READ,1716265876120743,50541
READ,1716265876121735,54739
READ,1716265876143113,45457
READ,1716265876171402,39595
READ,1716265876170768,40338
READ,1716265876199156,34216
READ,1716265876199148,34298
READ,1716265876211009,44668
READ,1716265876211354,44352
READ,1716265876211119,44589
READ,1716265876244768,33220
READ,1716265876233386,44642
READ,1716265876246231,31798
READ,1716265876256622,43911
READ,1716265876255719,44896
READ,1716265876255722,44942
READ,1716265876269897,30768
READ,1716265876278039,44974
READ,1716265876278044,45006
READ,1716265876300677,44782
READ,1716265876300678,44960
READ,1716265876302002,43670
READ,1716265876323600,44367
READ,1716265876323064,44914
READ,1716265876323027,44963
READ,1716265876345684,44767
READ,1716265876367980,44917
READ,1716265876370349,42554
READ,1716265876368899,44045
READ,1716265876370353,42621
READ,1716265876368001,44984
READ,1716265876391203,44037
READ,1716265876412988,44715
READ,1716265876413553,44197
READ,1716265876412956,44808
READ,1716265876436168,43886
READ,1716265876438612,41477
READ,1716265876457762,44722
READ,1716265876457715,44884
READ,1716265876459532,43128
READ,1716265876502499,23211
READ,1716265876502667,45566
READ,1716265876503259,45012
READ,1716265876503279,45010
READ,1716265876505492,42827
READ,1716265876504099,44288
READ,1716265876548283,23179
READ,1716265876548247,23315
READ,1716265876548399,46029
READ,1716265876548973,45500
READ,1716265876548331,46222
READ,1716265876572176,44300
READ,1716265876571473,45126
READ,1716265876571574,45099
READ,1716265876571485,45251
READ,1716265876594567,44497
READ,1716265876620180,41554
READ,1716265876616747,45008
READ,1716265876617902,43858
READ,1716265876618419,43359
READ,1716265876639903,44339
READ,1716265876639077,45170
READ,1716265876661787,44735
READ,1716265876661768,44810
READ,1716265876662909,43695
READ,1716265876661746,44878
READ,1716265876661773,44852
READ,1716265876685787,43244
READ,1716265876707609,43841
READ,1716265876706641,44853
READ,1716265876706592,44916
READ,1716265876706535,45035
READ,1716265876729998,44083
READ,1716265876730018,44082
READ,1716265876753656,43100
READ,1716265876751521,45280
READ,1716265876751508,45424
READ,1716265876774112,45096
READ,1716265876774676,44601
READ,1716265876774096,45213
READ,1716265876774489,44833
READ,1716265876796815,44764
READ,1716265876796943,44636
READ,1716265876796768,44843
READ,1716265876841624,23644
READ,1716265876842584,45302
READ,1716265876842772,45204
READ,1716265876842681,45348
READ,1716265876842631,45398
READ,1716265876844555,43550
READ,1716265876864681,45585
READ,1716265876888044,44618
READ,1716265876888428,44248
READ,1716265876888116,44589
READ,1716265876887992,44784
READ,1716265876888041,44756
READ,1716265876910988,44140
READ,1716265876934828,42776
READ,1716265876932810,44808
READ,1716265876933461,44184
READ,1716265876932674,44994
READ,1716265876932791,44937
READ,1716265876932718,45026
READ,1716265876955141,44965
READ,1716265876977618,44821
READ,1716265876979077,43406
READ,1716265876977655,44849
READ,1716265876977741,44807
READ,1716265876977631,44919
READ,1716265877000119,44654
READ,1716265877000890,43956
READ,1716265877001053,43809
READ,1716265877022562,44575
READ,1716265877022560,44612
READ,1716265877022453,44735
READ,1716265877022495,44779
READ,1716265877044858,44877
READ,1716265877044785,44981
READ,1716265877067288,44780
READ,1716265877067202,44924
READ,1716265877089746,44673
READ,1716265877090334,44114
READ,1716265877089779,44711
READ,1716265877114539,42292
READ,1716265877114536,42319
READ,1716265877112091,44810
READ,1716265877112147,44757
READ,1716265877115557,41390
READ,1716265877156916,23564
READ,1716265877157710,45304
READ,1716265877157753,45336
READ,1716265877180537,44658
READ,1716265877203522,44295
READ,1716265877203098,44720
READ,1716265877203629,44234
READ,1716265877228661,41510
READ,1716265877227277,42920
READ,1716265877226061,44353
READ,1716265877247876,44803
READ,1716265877251437,41263
READ,1716265877247831,44892
READ,1716265877270427,44579
READ,1716265877270183,44843
READ,1716265877270983,44077
READ,1716265877292689,44609
READ,1716265877317246,42866
READ,1716265877315923,44208
READ,1716265877315022,45139
READ,1716265877339980,42477
READ,1716265877337307,45246
READ,1716265877338170,44384
READ,1716265877338369,44190
READ,1716265877360145,44796
READ,1716265877362203,42762
READ,1716265877383451,43854
READ,1716265877382567,44795
READ,1716265877404979,44717
READ,1716265877406060,43707
READ,1716265877429222,42798
READ,1716265877429533,42542
READ,1716265877428183,43906
READ,1716265877429185,42924
READ,1716265877427317,44802
READ,1716265877449707,44796
READ,1716265877472121,44663
READ,1716265877472100,44792
READ,1716265877472034,44864
READ,1716265877472134,44796
READ,1716265877496754,42424
READ,1716265877494516,44687
READ,1716265877495237,44029
READ,1716265877516797,44867
READ,1716265877516906,44793
READ,1716265877516936,44788
READ,1716265877539278,44771
READ,1716265877561712,44850
READ,1716265877563142,43436
READ,1716265877589135,39761
READ,1716265877584062,44949
READ,1716265877586329,42726
READ,1716265877585270,43791
READ,1716265877609581,41825
READ,1716265877606592,44834
READ,1716265877606573,44921
READ,1716265877629067,44865
READ,1716265877629074,44863
READ,1716265877629023,45104
READ,1716265877654886,41552
READ,1716265877651420,45052
READ,1716265877652369,44113
READ,1716265877674138,44823
READ,1716265877674776,44208
READ,1716265877674941,44044
READ,1716265877696453,44763
READ,1716265877697474,43745
READ,1716265877719541,44199
READ,1716265877720568,43227
READ,1716265877718998,44822
READ,1716265877719000,44858
READ,1716265877742830,43371
READ,1716265877742098,44162
READ,1716265877741236,45039
READ,1716265877741229,45074
READ,1716265877763807,44814
READ,1716265877763832,44808
READ,1716265877763753,44996
READ,1716265877808633,23530
READ,1716265877808762,45926
READ,1716265877809859,44937
READ,1716265877833193,43840
READ,1716265877832975,44094
READ,1716265877832844,44245
READ,1716265877832172,44924
READ,1716265877854878,44468
READ,1716265877854808,44553
READ,1716265877855520,43931
READ,1716265877877101,44685
READ,1716265877877048,44740
READ,1716265877878000,43883
READ,1716265877899464,44865
READ,1716265877900568,43826
READ,1716265877922644,43923
READ,1716265877921800,44785
READ,1716265877921799,44917
READ,1716265877944407,44553
READ,1716265877945305,43670
READ,1716265877966579,44882
READ,1716265877969373,42137
READ,1716265877967538,43977
READ,1716265877969226,42293
READ,1716265877989877,44086
READ,1716265878012710,43723
READ,1716265878011521,44918
READ,1716265878012985,43456
READ,1716265878011474,44992
READ,1716265878012495,43994
READ,1716265878034768,44210
READ,1716265878056500,44818
READ,1716265878056478,44851
READ,1716265878056447,44886
READ,1716265878057818,43659
READ,1716265878079922,43829
READ,1716265878079666,44116
READ,1716265878080040,43743
READ,1716265878101490,44696
READ,1716265878124949,43635
READ,1716265878147268,43665
READ,1716265878148077,42859
READ,1716265878170405,43042
READ,1716265878170362,43092
READ,1716265878190946,44819
READ,1716265878190948,44983
READ,1716265878215788,42426
READ,1716265878213458,44840
READ,1716265878214810,43537
READ,1716265878213466,44948
READ,1716265878235778,44896
READ,1716265878241034,39672
READ,1716265878258227,44763
READ,1716265878259167,43866
READ,1716265878258359,44756
READ,1716265878258425,44709
READ,1716265878303146,23958
READ,1716265878304760,45090
READ,1716265878326437,45786
READ,1716265878327202,45060
READ,1716265878350721,43889
READ,1716265878350287,44332
READ,1716265878349859,44836
READ,1716265878372234,44836
READ,1716265878379029,38059
READ,1716265878372274,44831
READ,1716265878396867,42742
READ,1716265878417870,44105
READ,1716265878417080,44900
READ,1716265878417098,44924
READ,1716265878441761,42660
READ,1716265878462995,43870
READ,1716265878461991,44971
READ,1716265878488285,41044
READ,1716265878486384,42955
READ,1716265878488254,41186
READ,1716265878508722,43004
READ,1716265878506973,44828
READ,1716265878508658,43202
READ,1716265878529451,44749
READ,1716265878529351,44853
READ,1716265878552675,46119
READ,1716265878551814,47094
READ,1716265878576358,43681
READ,1716265878611561,30771
READ,1716265878598808,43564
READ,1716265878611618,30757
READ,1716265878633974,31270
READ,1716265878642380,45166
READ,1716265878642382,45252
READ,1716265878657318,30517
READ,1716265878680744,29236
READ,1716265878687557,44714
READ,1716265878687645,44650
READ,1716265878703988,28331
READ,1716265878688487,43852
READ,1716265878710750,43973
READ,1716265878733259,43933
READ,1716265878732330,44867
READ,1716265878756019,43598
READ,1716265878755834,43821
READ,1716265878777209,44772
READ,1716265878804621,39957
READ,1716265878799667,44991
READ,1716265878799628,45111
READ,1716265878825643,41424
READ,1716265878825649,41456
READ,1716265878851148,38378
READ,1716265878844672,44914
READ,1716265878848282,41327
READ,1716265878844589,45078
READ,1716265878867079,44735
READ,1716265878867732,44262
READ,1716265878889620,44648
READ,1716265878913222,43556
READ,1716265878913282,43521
READ,1716265878911825,45049
READ,1716265878913273,43614
READ,1716265878912006,44885
READ,1716265878934278,44845
READ,1716265878936875,42271
READ,1716265878956814,44761
READ,1716265878956903,44827
READ,1716265878980184,43740
READ,1716265878979158,44773
READ,1716265878983388,40599
READ,1716265878980214,43782
READ,1716265878979135,44932
READ,1716265879024078,23585
READ,1716265879023998,23838
READ,1716265879026357,43872
READ,1716265879048337,44183
READ,1716265879047844,44795
READ,1716265879047671,44997
READ,1716265879071297,44084
READ,1716265879070243,45163
READ,1716265879071393,44022
READ,1716265879070846,44618
READ,1716265879115418,23450
READ,1716265879115902,45462
READ,1716265879115912,45525
READ,1716265879138584,45203
READ,1716265879140211,43601
READ,1716265879162351,43846
READ,1716265879183823,44739
READ,1716265879185711,42917
READ,1716265879206208,44945
READ,1716265879231693,42106
READ,1716265879228640,45190
READ,1716265879231034,42803
READ,1716265879253891,42231
READ,1716265879251856,44270
READ,1716265879251165,44968
READ,1716265879254052,42087
READ,1716265879296148,23572
READ,1716265879296153,23591
READ,1716265879297301,44863
READ,1716265879300280,41887
READ,1716265879297911,44274
READ,1716265879296140,46054
READ,1716265879320409,44247
READ,1716265879343272,43738
READ,1716265879342176,44926
READ,1716265879342206,44941
READ,1716265879343280,43873
READ,1716265879365483,43973
READ,1716265879366222,43253
READ,1716265879364668,44831
READ,1716265879387022,44900
READ,1716265879387153,44771
READ,1716265879410419,43767
READ,1716265879409468,44742
READ,1716265879409514,44799
READ,1716265879431937,44758
READ,1716265879434720,42015
READ,1716265879456920,42313
READ,1716265879454327,44940
READ,1716265879454199,45071
READ,1716265879476707,45292
READ,1716265879477594,44629
READ,1716265879478697,43558
READ,1716265879478234,44026
READ,1716265879476746,45559
READ,1716265879522015,23527
READ,1716265879522317,45535
READ,1716265879522269,45621
READ,1716265879522234,45669
READ,1716265879522625,45327
READ,1716265879522650,45343
READ,1716265879567863,23220
READ,1716265879567916,45637
READ,1716265879568005,45628
READ,1716265879567902,45738
READ,1716265879567963,45734
READ,1716265879591654,44239
READ,1716265879614513,43875
READ,1716265879613645,44945
READ,1716265879613652,44944
READ,1716265879638806,42009
READ,1716265879638881,41945
READ,1716265879658607,44653
READ,1716265879659072,44209
READ,1716265879658401,44892
READ,1716265879681682,43975
READ,1716265879680847,44841
READ,1716265879703294,44759
READ,1716265879703274,44786
READ,1716265879706254,41871
READ,1716265879726388,44077
READ,1716265879725701,44828
READ,1716265879726980,43557
READ,1716265879729535,41063
READ,1716265879725672,44979
READ,1716265879748066,44785
READ,1716265879748071,44830
READ,1716265879748136,44767
READ,1716265879770672,44512
READ,1716265879793735,43876
READ,1716265879793725,43969
READ,1716265879793867,43847
READ,1716265879792914,44812
READ,1716265879792864,44872
READ,1716265879816835,43262
READ,1716265879837707,44747
READ,1716265879839075,43457
READ,1716265879837727,44833
READ,1716265879861610,43235
READ,1716265879860111,44792
READ,1716265879861070,43863
READ,1716265879905595,23187
READ,1716265879928003,23546
READ,1716265879905900,45893
READ,1716265879928430,45427
READ,1716265879930029,43834
READ,1716265879929746,44116
READ,1716265879951950,44245
READ,1716265879951793,44455
READ,1716265879951770,44536
READ,1716265879974706,43852
READ,1716265879973880,44751
READ,1716265879974587,44087
READ,1716265879997119,44080
READ,1716265880018573,45029
READ,1716265880019845,43790
READ,1716265880019409,44247
READ,1716265880020400,43260
READ,1716265880041801,44440
READ,1716265880041211,45101
READ,1716265880063671,44911
READ,1716265880063667,44966
READ,1716265880063647,45015
READ,1716265880086676,44301
READ,1716265880108673,44649
READ,1716265880110834,42526
READ,1716265880109776,43606
READ,1716265880109738,43648
READ,1716265880134500,41415
READ,1716265880153336,45254
READ,1716265880153373,45221
READ,1716265880153413,45216
READ,1716265880154768,43895
READ,1716265880153952,44729
READ,1716265880155205,43501
READ,1716265880176466,44409
READ,1716265880175926,45010
READ,1716265880198724,44568
READ,1716265880198601,44700
READ,1716265880198693,44638
READ,1716265880198676,44663
READ,1716265880198638,44716
READ,1716265880243343,23471
READ,1716265880244200,45063
READ,1716265880243305,46009
READ,1716265880243366,45980
READ,1716265880245010,44348
READ,1716265880243350,46118
READ,1716265880267266,44453
READ,1716265880266824,44939
READ,1716265880289357,44759
READ,1716265880289480,44642
READ,1716265880289855,44390
READ,1716265880289369,44884
READ,1716265880311731,44735
READ,1716265880312734,43762
READ,1716265880312910,43616
READ,1716265880334750,44239
READ,1716265880334134,44883
READ,1716265880334259,44772
READ,1716265880334130,44929
READ,1716265880334256,44820
READ,1716265880356479,44969
READ,1716265880356537,44921
READ,1716265880379041,44841
READ,1716265880379028,44857
READ,1716265880379002,45029
READ,1716265880401470,44891
READ,1716265880402586,43827
READ,1716265880401465,45048
READ,1716265880402647,43891
READ,1716265880423898,44865
READ,1716265880423896,44889
READ,1716265880424036,44759
READ,1716265880446550,44733
READ,1716265880446523,44760
READ,1716265880468794,45101
READ,1716265880468777,45147
READ,1716265880471744,42196
READ,1716265880491298,45020
READ,1716265880492881,43445
READ,1716265880492659,43746
READ,1716265880491296,45156
READ,1716265880515144,43627
READ,1716265880513952,44858
READ,1716265880513934,44970
READ,1716265880537197,44074
READ,1716265880536331,45125
READ,1716265880558825,44823
READ,1716265880558921,44820
READ,1716265880582880,43092
READ,1716265880582447,43603
READ,1716265880581286,44803
READ,1716265880604624,43749
READ,1716265880606051,42325
READ,1716265880628277,42620
READ,1716265880626061,44855
READ,1716265880626100,44839
READ,1716265880627385,43573
READ,1716265880649248,43982
READ,1716265880648391,44914
READ,1716265880650475,42861
READ,1716265880670910,44643
READ,1716265880670953,44603
READ,1716265880693346,44807
READ,1716265880694598,43587
READ,1716265880693245,44958
READ,1716265880715568,45040
READ,1716265880738196,44768
READ,1716265880739490,43579
READ,1716265880738165,45000
READ,1716265880763733,41752
READ,1716265880761779,43721
READ,1716265880761354,44187
READ,1716265880763747,41816
READ,1716265880782978,44925
READ,1716265880783082,44821
READ,1716265880783177,44736
READ,1716265880805574,44792
READ,1716265880805513,44881
READ,1716265880851608,23385
READ,1716265880852057,45220
READ,1716265880852417,44908
READ,1716265880896981,23574
READ,1716265880898203,44753
READ,1716265880897288,45763
READ,1716265880897334,45731
READ,1716265880897388,45708
READ,1716265880898185,44951
READ,1716265880899395,43743
READ,1716265880920026,45361
READ,1716265880920568,44893
READ,1716265880943148,47150
READ,1716265880942971,47403
READ,1716265880943063,47984
READ,1716265880965425,44802
READ,1716265880966596,43675
READ,1716265880966277,44003
READ,1716265880990310,42364
READ,1716265881013820,41233
READ,1716265881014559,40539
READ,1716265881010239,44878
READ,1716265881010291,44854
READ,1716265881032684,45000
READ,1716265881056533,43485
READ,1716265881055062,44957
READ,1716265881055129,44911
READ,1716265881055109,44955
READ,1716265881100079,23419
READ,1716265881100972,44977
READ,1716265881100052,45950
READ,1716265881116803,29217
READ,1716265881123461,45049
READ,1716265881146689,44443
READ,1716265881145960,45197
READ,1716265881169196,44426
READ,1716265881168524,45102
READ,1716265881186856,26803
READ,1716265881191171,44704
READ,1716265881193507,42414
READ,1716265881193477,42603
READ,1716265881193771,42462
READ,1716265881214592,43899
READ,1716265881213639,44888
READ,1716265881213671,44882
READ,1716265881236845,43993
READ,1716265881235890,44981
READ,1716265881259322,44416
READ,1716265881282238,43801
READ,1716265881282586,43487
READ,1716265881282276,43859
READ,1716265881304271,44125
READ,1716265881303986,44546
READ,1716265881305479,43124
READ,1716265881326910,44081
READ,1716265881326149,44856
READ,1716265881326085,44935
READ,1716265881349284,44257
READ,1716265881374788,41113
READ,1716265881371016,44944
READ,1716265881371003,44990
READ,1716265881394464,44044
READ,1716265881394755,43798
READ,1716265881393550,45068
READ,1716265881395397,43230
READ,1716265881438521,23586
READ,1716265881440426,44146
READ,1716265881439437,45151
READ,1716265881438636,45972
READ,1716265881438630,45989
READ,1716265881462576,44451
READ,1716265881462734,44351
READ,1716265881461878,45274
READ,1716265881484630,44794
READ,1716265881484582,44842
READ,1716265881507954,43725
READ,1716265881508700,42993
READ,1716265881507098,44618
READ,1716265881530756,43451
READ,1716265881551689,45014
READ,1716265881552894,43859
READ,1716265881575844,43247
READ,1716265881575058,44075
READ,1716265881575884,43298
READ,1716265881575035,44205
READ,1716265881574219,45023
READ,1716265881596715,44924
READ,1716265881599139,42535
READ,1716265881619102,44878
READ,1716265881619252,44738
READ,1716265881642774,43709
READ,1716265881643002,43506
READ,1716265881642726,43784
READ,1716265881641652,44885
READ,1716265881663991,44905
READ,1716265881665885,43077
READ,1716265881686553,44709
READ,1716265881687913,43432
READ,1716265881686521,44826
READ,1716265881686495,44862
READ,1716265881686523,44867
READ,1716265881687012,44384
READ,1716265881708908,44922
READ,1716265881708975,44860
READ,1716265881731353,44749
READ,1716265881731273,44842
READ,1716265881731359,44770
READ,1716265881754693,43994
READ,1716265881754543,44195
READ,1716265881753843,44992
READ,1716265881753848,44993
READ,1716265881777455,44124
READ,1716265881776128,45456
READ,1716265881776114,45782
READ,1716265881799247,44849
READ,1716265881798748,45358
READ,1716265881798700,45440
READ,1716265881821905,44695
READ,1716265881821590,45015
READ,1716265881824712,41944
READ,1716265881844148,44842
READ,1716265881844116,44875
READ,1716265881847084,41910
READ,1716265881867170,44043
READ,1716265881866614,44840
READ,1716265881893998,39818
READ,1716265881889788,44067
READ,1716265881889718,44177
READ,1716265881889005,44943
READ,1716265881933828,23215
READ,1716265881934646,44943
READ,1716265881935490,44122
READ,1716265881933906,45788
READ,1716265881934240,45460
READ,1716265881957241,45304
READ,1716265881957056,45515
READ,1716265881979602,45257
READ,1716265881979712,45159
READ,1716265882002557,44951
READ,1716265882002741,44785
READ,1716265882026592,43324
READ,1716265882026653,43293
READ,1716265882024882,45299
READ,1716265882047538,44785
READ,1716265882070877,43908
READ,1716265882071918,42875
READ,1716265882074127,40746
READ,1716265882114800,23829
READ,1716265882116743,43903
READ,1716265882114885,45817
READ,1716265882117598,43104
READ,1716265882138642,44454
READ,1716265882160660,45083
READ,1716265882162117,43628
READ,1716265882185448,42700
READ,1716265882184324,43862
READ,1716265882184165,44064
READ,1716265882207055,43438
READ,1716265882232843,40131
READ,1716265882252225,43332
READ,1716265882250505,45090
READ,1716265882252333,43284
READ,1716265882251183,44479
READ,1716265882251445,44229
READ,1716265882278745,39141
READ,1716265882272987,44932
READ,1716265882297858,42362
READ,1716265882295569,44727
READ,1716265882295609,44720
READ,1716265882295630,44775
READ,1716265882317901,44814
READ,1716265882342357,42679
READ,1716265882340341,44730
READ,1716265882342053,43033
READ,1716265882340308,44828
READ,1716265882340232,44970
READ,1716265882362728,44722
READ,1716265882363583,43879
READ,1716265882364232,43247
READ,1716265882385222,44563
READ,1716265882385051,44745
READ,1716265882407491,44942
READ,1716265882407475,44966
READ,1716265882407462,45000
READ,1716265882429799,44838
READ,1716265882429807,44836
READ,1716265882452454,44511
READ,1716265882452446,44580
READ,1716265882454603,42494
READ,1716265882477788,41656
READ,1716265882475654,43847
READ,1716265882474655,44898
READ,1716265882474649,44913
READ,1716265882497112,44803
READ,1716265882497041,44948
READ,1716265882501052,40963
READ,1716265882519565,44648
READ,1716265882520472,43797
READ,1716265882519514,44772
READ,1716265882519457,44829
READ,1716265882541928,44775
READ,1716265882564299,44756
READ,1716265882564300,44839
READ,1716265882564226,44922
READ,1716265882564282,44909
READ,1716265882588718,42719
READ,1716265882588651,42867
READ,1716265882609919,43992
READ,1716265882632323,43971
READ,1716265882632682,43630
READ,1716265882632755,43631
READ,1716265882631449,45058
READ,1716265882654557,44416
READ,1716265882653923,45062
READ,1716265882655659,43340
READ,1716265882676519,44929
READ,1716265882676396,45078
READ,1716265882681152,40324
READ,1716265882699690,44424
READ,1716265882699010,45112
READ,1716265882699677,44445
READ,1716265882698997,45127
READ,1716265882698984,45235
READ,1716265882721488,44876
READ,1716265882721487,44882
READ,1716265882721460,45083
READ,1716265882744140,44524
READ,1716265882744126,44613
READ,1716265882767925,43132
READ,1716265882766550,44609
READ,1716265882766381,44787
READ,1716265882766374,44811
READ,1716265882767953,43274
READ,1716265882811239,23428
READ,1716265882814361,42996
READ,1716265882834289,45587
READ,1716265882834876,45059
READ,1716265882835501,44436
READ,1716265882834678,45326
READ,1716265882879887,23445
READ,1716265882881270,44642
READ,1716265882880015,45980
READ,1716265882879977,46023
READ,1716265882903563,45058
READ,1716265882904499,44190
READ,1716265882904947,43755
READ,1716265882903348,45399
READ,1716265882903350,45404
READ,1716265882948766,23546
READ,1716265882948714,45962
READ,1716265882972517,44655
READ,1716265882972465,44722
READ,1716265882972327,44889
READ,1716265882996814,42694
READ,1716265882996746,42806
READ,1716265883019999,42394
READ,1716265883017184,45309
READ,1716265883020146,42363
READ,1716265883017199,45327
READ,1716265883040335,44382
READ,1716265883041306,43419
READ,1716265883039563,45177
READ,1716265883062539,44540
READ,1716265883062480,44629
READ,1716265883085710,43825
READ,1716265883084752,45084
READ,1716265883085832,44057
READ,1716265883108656,43285
READ,1716265883107119,44827
READ,1716265883129849,44454
READ,1716265883129545,44769
READ,1716265883130257,44114
READ,1716265883129901,44507
READ,1716265883130971,43446
READ,1716265883174317,23658
READ,1716265883174381,46005
READ,1716265883177073,43352
READ,1716265883174419,46066
READ,1716265883175469,45030
READ,1716265883198001,45051
READ,1716265883220510,45345
READ,1716265883221492,44406
READ,1716265883220437,45502
READ,1716265883220397,45579
READ,1716265883220497,45498
READ,1716265883244898,43514
READ,1716265883244695,43778
READ,1716265883265912,44846
READ,1716265883265869,45023
READ,1716265883266140,44786
READ,1716265883288487,44627
READ,1716265883289306,43858
READ,1716265883289313,43919
READ,1716265883312006,43846
READ,1716265883310899,45472
READ,1716265883333245,45161
READ,1716265883356385,44365
READ,1716265883356383,44410
READ,1716265883357358,43461
READ,1716265883355862,44960
READ,1716265883380527,44436
READ,1716265883379639,45886
READ,1716265883403502,41640
READ,1716265883400832,44338
READ,1716265883401918,43263
READ,1716265883425869,41784
READ,1716265883445188,44793
READ,1716265883445178,44897
READ,1716265883468379,44338
READ,1716265883482021,30726
READ,1716265883481930,30853
READ,1716265883489991,45165
READ,1716265883528018,29356
READ,1716265883517346,40034
READ,1716265883512760,44626
READ,1716265883536336,43559
READ,1716265883536133,43775
READ,1716265883557390,44844
READ,1716265883559469,42766
READ,1716265883558421,43845
READ,1716265883557385,44947
READ,1716265883579905,44879
READ,1716265883579920,44903
READ,1716265883603804,43370
READ,1716265883625849,43754
READ,1716265883624795,44820
READ,1716265883625720,43896
READ,1716265883624838,44790
READ,1716265883625890,43739
READ,1716265883629353,40373
READ,1716265883647186,44952
READ,1716265883669739,44738
READ,1716265883669618,44926
READ,1716265883694766,42203
READ,1716265883692992,44093
READ,1716265883714491,44983
READ,1716265883716182,43346
READ,1716265883715739,43840
READ,1716265883736981,44775
READ,1716265883738491,43280
READ,1716265883760343,43871
READ,1716265883759485,44839
READ,1716265883785041,41487
READ,1716265883806137,42788
READ,1716265883804335,44626
READ,1716265883828111,43283
READ,1716265883826544,44871
READ,1716265883827446,44054
READ,1716265883830364,41204
READ,1716265883851985,41820
READ,1716265883874218,42196
READ,1716265883871578,44904
READ,1716265883871407,45077
READ,1716265883894670,44273
READ,1716265883893819,45154
READ,1716265883894880,44113
READ,1716265883895381,43679
READ,1716265883916496,44752
READ,1716265883962527,23215
READ,1716265883962549,45548
READ,1716265883962540,45622
READ,1716265883984366,23799
READ,1716265883963286,44896
READ,1716265883985749,44884
READ,1716265883986023,44652
READ,1716265883985130,45564
READ,1716265884008175,44966
READ,1716265884031666,43860
READ,1716265884031676,43869
READ,1716265884054047,43793
READ,1716265884054263,43601
READ,1716265884056456,41451
READ,1716265884076482,43793
READ,1716265884100660,41957
READ,1716265884098749,44053
READ,1716265884097853,45015
READ,1716265884121177,44081
READ,1716265884121298,43968
READ,1716265884123644,41700
READ,1716265884144931,42757
READ,1716265884142881,44829
READ,1716265884142629,45110
READ,1716265884166431,43828
READ,1716265884188712,43944
READ,1716265884187754,44902
READ,1716265884189145,43654
READ,1716265884188667,44169
READ,1716265884232848,23296
READ,1716265884234742,43736
READ,1716265884234211,44356
READ,1716265884232810,45761
READ,1716265884233982,44647
READ,1716265884256270,44874
READ,1716265884278582,44863
READ,1716265884278638,44807
READ,1716265884279430,44085
READ,1716265884279850,43733
READ,1716265884301875,44026
READ,1716265884302801,43116
READ,1716265884325319,43058
READ,1716265884324305,44072
READ,1716265884323521,44886
READ,1716265884323589,44835
READ,1716265884346249,44632
READ,1716265884368420,44820
READ,1716265884369028,44271
READ,1716265884368435,44874
READ,1716265884392301,43298
READ,1716265884391749,43899
