Now loading data using DB:  etcd
core
Using request distribution 'uniform' a keyrange of [0 9999]
***************** properties *****************
"threadcount"="4"
"insertproportion"="0"
"readproportion"="0.5"
"dotransactions"="false"
"docollectingdata"="false"
"readallfields"="true"
"etcd.endpoints"="192.168.37.11:2379"
"operationcount"="1000000"
"updateproportion"="0.5"
"workload"="core"
"measurementtype"="raw"
"command"="load"
"requestdistribution"="uniform"
"scanproportion"="0"
"etcd.dial_timeout"="1s"
"recordcount"="10000"
**********************************************
**********************************************
Run finished, takes 5m36.618769603s
operation,timestamp_us,latency_us
INSERT,1717481548066899,66101
INSERT,1717481548066899,170675
INSERT,1717481548067112,170501
INSERT,1717481548133066,104582
INSERT,1717481548067133,170581
INSERT,1717481548237678,28829
INSERT,1717481548237716,181401
INSERT,1717481548266575,152588
INSERT,1717481548237654,181580
INSERT,1717481548237777,181511
INSERT,1717481548419183,51171
INSERT,1717481548419354,71797
INSERT,1717481548419299,71868
INSERT,1717481548419236,71998
INSERT,1717481548491243,106811
INSERT,1717481548491238,106833
INSERT,1717481548470425,127722
INSERT,1717481548598123,86989
INSERT,1717481548598136,87029
INSERT,1717481548491307,193922
INSERT,1717481548598209,87061
INSERT,1717481548685336,89500
INSERT,1717481548685259,89648
INSERT,1717481548685191,161817
INSERT,1717481548685297,161736
INSERT,1717481548774974,176510
INSERT,1717481548774903,176641
INSERT,1717481548847118,121639
INSERT,1717481548847077,121691
INSERT,1717481548951652,52253
INSERT,1717481548968864,156093
INSERT,1717481548951592,173501
INSERT,1717481549003995,121115
INSERT,1717481548968832,156344
INSERT,1717481549125021,84274
INSERT,1717481549125169,158212
INSERT,1717481549125176,158254
INSERT,1717481549209363,74090
INSERT,1717481549125224,158267
INSERT,1717481549283446,162737
INSERT,1717481549283497,162708
INSERT,1717481549283571,162658
INSERT,1717481549283570,162615
INSERT,1717481549446463,19690
INSERT,1717481549446262,38927
INSERT,1717481549446274,38933
INSERT,1717481549485262,162405
INSERT,1717481549466208,181492
INSERT,1717481549446294,201432
INSERT,1717481549485271,162613
INSERT,1717481549647799,152158
INSERT,1717481549647949,152034
INSERT,1717481549647737,152324
INSERT,1717481549647765,152366
INSERT,1717481549800029,66682
INSERT,1717481549800129,66912
INSERT,1717481549800047,67014
INSERT,1717481549866788,144171
INSERT,1717481549800197,210776
INSERT,1717481549867136,144443
INSERT,1717481549867088,144950
INSERT,1717481550011035,72852
INSERT,1717481550011650,163825
INSERT,1717481550083960,91556
INSERT,1717481550011094,164467
INSERT,1717481550012124,163476
INSERT,1717481550175576,99267
INSERT,1717481550175540,149886
INSERT,1717481550274948,50552
INSERT,1717481550175675,149845
INSERT,1717481550175630,149918
INSERT,1717481550325485,85185
INSERT,1717481550325569,166473
INSERT,1717481550325587,166491
INSERT,1717481550410743,81356
INSERT,1717481550325612,166516
INSERT,1717481550492115,69991
INSERT,1717481550492171,89351
INSERT,1717481550492193,89340
INSERT,1717481550492167,89381
INSERT,1717481550562164,128546
INSERT,1717481550581617,109122
INSERT,1717481550581596,109155
INSERT,1717481550581588,109219
INSERT,1717481550690781,99114
INSERT,1717481550789995,63774
INSERT,1717481550690806,162990
INSERT,1717481550690817,162989
INSERT,1717481550690873,163008
INSERT,1717481550853836,79499
INSERT,1717481550933399,94901
INSERT,1717481550853871,174460
INSERT,1717481550853949,174417
INSERT,1717481550853862,174572
INSERT,1717481551028400,152092
INSERT,1717481551028442,152090
INSERT,1717481551028375,152246
INSERT,1717481551028594,152051
INSERT,1717481551180558,44715
INSERT,1717481551180707,167660
INSERT,1717481551180688,167739
INSERT,1717481551225349,123200
INSERT,1717481551180600,167966
INSERT,1717481551348433,94101
INSERT,1717481551348493,94269
INSERT,1717481551442811,66858
INSERT,1717481551348621,161178
INSERT,1717481551348631,161190
INSERT,1717481551442608,95948
INSERT,1717481551509750,176631
INSERT,1717481551509889,176515
INSERT,1717481551538623,147815
INSERT,1717481551509866,176619
INSERT,1717481551686516,177336
INSERT,1717481551686553,177361
INSERT,1717481551686449,177488
INSERT,1717481551686508,177466
INSERT,1717481551864051,18843
INSERT,1717481551864007,87692
INSERT,1717481551863924,87785
INSERT,1717481551863996,87774
INSERT,1717481551951780,103706
INSERT,1717481551882964,172531
INSERT,1717481551951779,104195
INSERT,1717481551951834,104148
INSERT,1717481552055581,168942
INSERT,1717481552055558,168992
INSERT,1717481552056051,168617
INSERT,1717481552056053,168649
INSERT,1717481552224590,25264
INSERT,1717481552224621,46548
INSERT,1717481552224763,46409
INSERT,1717481552224772,199728
INSERT,1717481552271230,153327
INSERT,1717481552271238,153338
INSERT,1717481552249918,174695
INSERT,1717481552424567,69360
INSERT,1717481552424657,191465
INSERT,1717481552494028,122156
INSERT,1717481552424694,191501
INSERT,1717481552424624,191663
INSERT,1717481552616203,84059
INSERT,1717481552616358,84723
INSERT,1717481552616291,84794
INSERT,1717481552616291,84922
INSERT,1717481552701153,71696
INSERT,1717481552700351,72503
INSERT,1717481552701153,71734
INSERT,1717481552701285,71683
INSERT,1717481552772921,75509
INSERT,1717481552772968,76075
INSERT,1717481552772914,76146
INSERT,1717481552773049,76096
INSERT,1717481552849106,102982
INSERT,1717481552849122,103013
INSERT,1717481552848500,103641
INSERT,1717481552849218,151871
INSERT,1717481552952200,172568
INSERT,1717481552952207,172593
INSERT,1717481553001153,123738
INSERT,1717481552952157,172785
INSERT,1717481553124966,74592
INSERT,1717481553124857,74722
INSERT,1717481553124897,94746
INSERT,1717481553125010,94670
INSERT,1717481553199623,107396
INSERT,1717481553199641,107389
INSERT,1717481553219740,138594
INSERT,1717481553219718,138626
INSERT,1717481553307096,72904
INSERT,1717481553307086,213507
INSERT,1717481553358397,162213
INSERT,1717481553358411,162203
INSERT,1717481553380071,140679
INSERT,1717481553520672,87121
INSERT,1717481553520663,171992
INSERT,1717481553607860,84832
INSERT,1717481553520857,171857
INSERT,1717481553520678,172086
INSERT,1717481553692856,96364
INSERT,1717481553692763,96927
INSERT,1717481553692719,203752
INSERT,1717481553692781,203721
INSERT,1717481553789299,107366
INSERT,1717481553789755,107089
INSERT,1717481553896590,84522
INSERT,1717481553896741,84860
INSERT,1717481553981185,100119
INSERT,1717481553896930,184517
INSERT,1717481553896615,184871
INSERT,1717481553981663,99894
INSERT,1717481554081374,65399
INSERT,1717481554081621,65795
INSERT,1717481554081563,65916
INSERT,1717481554081554,66040
INSERT,1717481554147544,102983
INSERT,1717481554147481,103101
INSERT,1717481554146866,103745
INSERT,1717481554147658,103022
INSERT,1717481554250597,35898
INSERT,1717481554250681,98034
INSERT,1717481554286565,141155
INSERT,1717481554250748,176997
INSERT,1717481554250650,177151
INSERT,1717481554348778,79281
INSERT,1717481554427823,155728
INSERT,1717481554428155,155448
INSERT,1717481554427827,155813
INSERT,1717481554427873,155909
INSERT,1717481554583645,31265
INSERT,1717481554583672,80244
INSERT,1717481554583848,80092
INSERT,1717481554664021,96879
INSERT,1717481554663979,96931
INSERT,1717481554583725,177254
INSERT,1717481554614988,146024
INSERT,1717481554760963,87831
INSERT,1717481554760979,88248
INSERT,1717481554849296,100765
INSERT,1717481554761078,189006
INSERT,1717481554761052,189135
INSERT,1717481554848878,101339
INSERT,1717481554950154,37831
INSERT,1717481554950255,181407
INSERT,1717481554988054,143726
INSERT,1717481554950296,181488
INSERT,1717481554950132,181690
INSERT,1717481555131734,93608
INSERT,1717481555131860,94041
INSERT,1717481555131852,94077
INSERT,1717481555131889,94044
INSERT,1717481555225987,120384
INSERT,1717481555225423,121029
INSERT,1717481555225999,184477
INSERT,1717481555226036,184464
INSERT,1717481555346518,98624
INSERT,1717481555410541,160267
INSERT,1717481555410599,160219
INSERT,1717481555346439,224495
INSERT,1717481555571004,72393
INSERT,1717481555445236,198209
INSERT,1717481555643509,119760
INSERT,1717481555643465,119830
INSERT,1717481555570914,192392
INSERT,1717481555570914,192514
INSERT,1717481555763339,94728
INSERT,1717481555763363,95173
INSERT,1717481555763377,95253
INSERT,1717481555763503,95138
INSERT,1717481555858164,100228
INSERT,1717481555858602,100060
INSERT,1717481555858704,154806
INSERT,1717481555858697,154895
INSERT,1717481555958461,87328
INSERT,1717481556045893,82748
INSERT,1717481556013659,115021
INSERT,1717481555958735,169961
INSERT,1717481556013579,115168
INSERT,1717481556128781,69889
INSERT,1717481556128763,157807
INSERT,1717481556128711,157918
INSERT,1717481556198731,87949
INSERT,1717481556128840,157962
INSERT,1717481556286873,165480
INSERT,1717481556286707,165703
INSERT,1717481556286704,165711
INSERT,1717481556286745,165824
INSERT,1717481556452418,85116
INSERT,1717481556452637,85283
INSERT,1717481556452498,85482
INSERT,1717481556452512,85524
INSERT,1717481556538115,80464
INSERT,1717481556537991,80642
INSERT,1717481556538065,80591
INSERT,1717481556537609,81087
INSERT,1717481556618719,151029
INSERT,1717481556618761,151023
INSERT,1717481556618706,151088
INSERT,1717481556618643,152102
INSERT,1717481556769820,74051
INSERT,1717481556769858,183746
INSERT,1717481556770911,182706
INSERT,1717481556843954,109753
INSERT,1717481556769856,183946
INSERT,1717481556953687,76432
INSERT,1717481556953787,150445
INSERT,1717481557030196,74079
INSERT,1717481556953881,150421
INSERT,1717481556953683,150716
INSERT,1717481557104297,89663
INSERT,1717481557104405,149320
INSERT,1717481557194047,59759
INSERT,1717481557104340,149537
INSERT,1717481557104468,149443
INSERT,1717481557253878,62670
INSERT,1717481557253790,62799
INSERT,1717481557253948,98616
INSERT,1717481557253977,98611
INSERT,1717481557316637,114322
INSERT,1717481557316681,114289
INSERT,1717481557352660,130715
INSERT,1717481557352629,130796
INSERT,1717481557431035,74631
INSERT,1717481557483433,110026
INSERT,1717481557483491,110102
INSERT,1717481557431024,162602
INSERT,1717481557505731,87973
INSERT,1717481557593786,74939
INSERT,1717481557593673,75096
INSERT,1717481557593533,75410
INSERT,1717481557668857,118534
INSERT,1717481557669035,118383
INSERT,1717481557593726,193769
INSERT,1717481557668789,118827
INSERT,1717481557787458,34764
INSERT,1717481557787483,34836
INSERT,1717481557787686,81215
INSERT,1717481557787582,81333
INSERT,1717481557868988,83084
INSERT,1717481557868967,83175
INSERT,1717481557822287,129951
INSERT,1717481557822384,129874
INSERT,1717481557952142,69243
INSERT,1717481557952209,69670
INSERT,1717481557952304,100053
INSERT,1717481557952330,100158
INSERT,1717481558021947,114656
INSERT,1717481558021484,115125
INSERT,1717481558052558,136151
INSERT,1717481558052425,136289
INSERT,1717481558136672,85875
INSERT,1717481558136672,85889
INSERT,1717481558222609,78111
INSERT,1717481558222624,78108
INSERT,1717481558188774,112235
INSERT,1717481558188788,112254
INSERT,1717481558300790,35882
INSERT,1717481558301112,212292
INSERT,1717481558301071,212352
INSERT,1717481558300799,212777
INSERT,1717481558336730,177096
INSERT,1717481558513502,55483
INSERT,1717481558513674,180373
INSERT,1717481558513475,180615
INSERT,1717481558513890,180268
INSERT,1717481558569062,125153
INSERT,1717481558694162,78573
INSERT,1717481558694111,78640
INSERT,1717481558694222,159734
INSERT,1717481558694316,159668
INSERT,1717481558772837,81265
INSERT,1717481558772876,81315
INSERT,1717481558854167,61630
INSERT,1717481558854052,147661
INSERT,1717481558854019,147723
INSERT,1717481558915861,85940
INSERT,1717481558854256,147621
INSERT,1717481559001945,60239
INSERT,1717481559001797,180939
INSERT,1717481559001817,180965
INSERT,1717481559062252,120580
INSERT,1717481559001867,181017
INSERT,1717481559182951,65071
INSERT,1717481559182896,65370
INSERT,1717481559182850,65517
INSERT,1717481559182809,65605
INSERT,1717481559248093,113349
INSERT,1717481559248323,113774
INSERT,1717481559248477,113657
INSERT,1717481559248435,113729
INSERT,1717481559361514,74392
INSERT,1717481559362176,74121
INSERT,1717481559362202,74118
INSERT,1717481559362235,74094
INSERT,1717481559436003,91905
INSERT,1717481559436383,92023
INSERT,1717481559436399,92059
INSERT,1717481559436405,92063
INSERT,1717481559527982,59314
INSERT,1717481559528489,153788
INSERT,1717481559528573,153732
INSERT,1717481559587369,95030
INSERT,1717481559528543,153979
INSERT,1717481559682344,176396
INSERT,1717481559682491,176318
INSERT,1717481559682373,176578
INSERT,1717481559682621,176340
INSERT,1717481559858839,82230
INSERT,1717481559859052,82027
INSERT,1717481559858889,165842
INSERT,1717481559859046,165710
INSERT,1717481559941183,83595
INSERT,1717481559941133,83724
INSERT,1717481560024803,97160
INSERT,1717481560024931,97295
INSERT,1717481560024963,97291
INSERT,1717481560024857,97683
INSERT,1717481560122348,90284
INSERT,1717481560122035,90616
INSERT,1717481560122595,109524
INSERT,1717481560122321,109820
INSERT,1717481560232184,122842
INSERT,1717481560232221,122827
INSERT,1717481560212712,142371
INSERT,1717481560212707,142477
INSERT,1717481560355106,66494
INSERT,1717481560355248,89815
INSERT,1717481560355115,90080
INSERT,1717481560355145,90107
INSERT,1717481560421659,167377
INSERT,1717481560445263,143832
INSERT,1717481560445164,143975
INSERT,1717481560445331,143849
INSERT,1717481560589214,152390
INSERT,1717481560589170,152457
INSERT,1717481560589250,152426
INSERT,1717481560589124,152613
INSERT,1717481560741695,27033
INSERT,1717481560768843,133892
INSERT,1717481560741745,161073
INSERT,1717481560741673,161155
INSERT,1717481560741804,161211
INSERT,1717481560902801,18822
INSERT,1717481560902883,47262
INSERT,1717481560921678,174837
INSERT,1717481560950202,146363
INSERT,1717481560902894,193739
INSERT,1717481560903080,193643
INSERT,1717481561096578,57228
INSERT,1717481561096702,99074
INSERT,1717481561096632,99196
INSERT,1717481561153893,139409
INSERT,1717481561096790,196667
INSERT,1717481561195907,140412
INSERT,1717481561195873,140447
INSERT,1717481561293375,256414
INSERT,1717481561336381,213476
INSERT,1717481561336393,213556
INSERT,1717481561293521,256475
INSERT,1717481561549928,92548
INSERT,1717481561550077,92852
INSERT,1717481561549855,199398
INSERT,1717481561642993,106413
INSERT,1717481561550015,199440
INSERT,1717481561642554,106921
INSERT,1717481561749323,55796
INSERT,1717481561805186,194707
INSERT,1717481561749575,250344
INSERT,1717481561749473,250498
INSERT,1717481561749534,250585
INSERT,1717481561999988,261786
INSERT,1717481561999964,261822
INSERT,1717481562000188,261699
INSERT,1717481562000036,262010
INSERT,1717481562262151,272016
INSERT,1717481562261966,272222
INSERT,1717481562261849,272534
INSERT,1717481562261844,272323
INSERT,1717481562534244,81007
INSERT,1717481562534449,280098
INSERT,1717481562615316,199316
INSERT,1717481562534251,280503
INSERT,1717481562534457,280346
INSERT,1717481562814611,53392
INSERT,1717481562814804,155716
INSERT,1717481562814703,155821
INSERT,1717481562814869,155760
INSERT,1717481562868079,102594
INSERT,1717481562970593,58663
INSERT,1717481562970693,59047
INSERT,1717481562970593,59161
INSERT,1717481562970748,59019
INSERT,1717481563029369,119557
INSERT,1717481563029832,119107
INSERT,1717481563029839,119134
INSERT,1717481563029825,119273
INSERT,1717481563149037,73467
INSERT,1717481563222564,97549
INSERT,1717481563149004,171199
INSERT,1717481563149007,171287
INSERT,1717481563149169,171129
INSERT,1717481563320375,65643
INSERT,1717481563386077,110525
INSERT,1717481563320359,176274
INSERT,1717481563320181,176481
INSERT,1717481563320265,176428
INSERT,1717481563496762,36298
INSERT,1717481563496700,36362
INSERT,1717481563496679,57132
INSERT,1717481563496728,185200
INSERT,1717481563533127,148854
INSERT,1717481563533129,148911
INSERT,1717481563553878,128170
INSERT,1717481563682058,60657
INSERT,1717481563682000,82407
INSERT,1717481563682113,82317
INSERT,1717481563682104,82339
INSERT,1717481563742779,121767
INSERT,1717481563764494,117155
INSERT,1717481563764508,117144
INSERT,1717481563764472,117250
INSERT,1717481563864616,84741
INSERT,1717481563881788,170594
INSERT,1717481563881727,170662
INSERT,1717481563881722,170696
INSERT,1717481563949423,103017
INSERT,1717481564052489,80644
INSERT,1717481564133216,85151
INSERT,1717481564052483,165943
INSERT,1717481564052506,165987
INSERT,1717481564052480,166081
INSERT,1717481564218446,78391
INSERT,1717481564218491,179384
INSERT,1717481564218558,179348
INSERT,1717481564296900,101020
INSERT,1717481564218632,179361
INSERT,1717481564397942,79197
INSERT,1717481564397985,176332
INSERT,1717481564398062,176273
INSERT,1717481564477203,97250
INSERT,1717481564397972,176509
INSERT,1717481564574381,67554
INSERT,1717481564574548,90803
INSERT,1717481564574406,90983
INSERT,1717481564574522,90896
INSERT,1717481564665454,100538
INSERT,1717481564642007,124029
INSERT,1717481564665420,100729
INSERT,1717481564665487,100760
INSERT,1717481564766319,182837
INSERT,1717481564766231,182993
INSERT,1717481564766068,183192
INSERT,1717481564766104,183229
INSERT,1717481564949225,51878
INSERT,1717481564949351,79952
INSERT,1717481564949430,79876
INSERT,1717481564949308,80117
INSERT,1717481565029491,133554
INSERT,1717481565029373,133717
INSERT,1717481565001168,162051
INSERT,1717481565029367,133859
INSERT,1717481565163146,55735
INSERT,1717481565163321,204957
INSERT,1717481565163192,205130
INSERT,1717481565218992,149347
INSERT,1717481565163321,205148
INSERT,1717481565368429,176748
INSERT,1717481565368425,176841
INSERT,1717481565368380,176921
INSERT,1717481565368550,176816
INSERT,1717481565545243,94752
INSERT,1717481565545334,95047
INSERT,1717481565545366,95062
INSERT,1717481565545432,95040
INSERT,1717481565640067,154014
INSERT,1717481565640447,196790
INSERT,1717481565640495,196755
INSERT,1717481565640533,320864
INSERT,1717481565837326,124074
INSERT,1717481565794165,167369
INSERT,1717481565837307,154962
INSERT,1717481565961615,205978
INSERT,1717481565961466,206159
INSERT,1717481565992369,175364
INSERT,1717481565961472,206374
INSERT,1717481566167812,194667
INSERT,1717481566167663,194874
INSERT,1717481566167930,194752
INSERT,1717481566167701,194991
INSERT,1717481566362553,38148
INSERT,1717481566362608,54688
INSERT,1717481566362746,54588
INSERT,1717481566362757,54609
INSERT,1717481566400781,48625
INSERT,1717481566417429,179521
INSERT,1717481566417362,214918
INSERT,1717481566417433,215171
INSERT,1717481566449419,203318
INSERT,1717481566632701,131134
INSERT,1717481566652857,111024
INSERT,1717481566632379,131605
INSERT,1717481566597024,167051
INSERT,1717481566763898,74270
INSERT,1717481566763948,98955
INSERT,1717481566764075,98859
INSERT,1717481566764140,98910
INSERT,1717481566863006,124797
INSERT,1717481566862972,124856
INSERT,1717481566838237,149683
INSERT,1717481566863129,124833
INSERT,1717481566987870,56553
INSERT,1717481567044529,112078
INSERT,1717481566987902,168770
INSERT,1717481566988030,168688
INSERT,1717481566987987,168769
INSERT,1717481567156841,32178
INSERT,1717481567189096,128024
INSERT,1717481567156789,160364
INSERT,1717481567156748,160476
INSERT,1717481567156673,160587
INSERT,1717481567317217,70972
INSERT,1717481567317185,93724
INSERT,1717481567317326,93593
INSERT,1717481567317296,93676
INSERT,1717481567388254,116023
INSERT,1717481567410989,93550
INSERT,1717481567411008,93592
INSERT,1717481567411034,146573
INSERT,1717481567504365,92351
INSERT,1717481567557673,121280
INSERT,1717481567504609,174411
INSERT,1717481567504673,174365
INSERT,1717481567596788,128697
INSERT,1717481567679124,61013
INSERT,1717481567740204,136273
INSERT,1717481567679130,197375
INSERT,1717481567679025,197533
INSERT,1717481567725549,151018
INSERT,1717481567876565,66149
INSERT,1717481567876660,183293
INSERT,1717481567876660,183359
INSERT,1717481567876606,183605
INSERT,1717481567942780,205027
INSERT,1717481568060087,87775
INSERT,1717481568060018,255346
INSERT,1717481568147931,167457
INSERT,1717481568060283,255116
INSERT,1717481568147877,244648
INSERT,1717481568315459,77342
INSERT,1717481568315476,77369
INSERT,1717481568315440,77406
INSERT,1717481568392897,172092
INSERT,1717481568392628,172395
INSERT,1717481568392905,172136
INSERT,1717481568392910,172199
INSERT,1717481568565174,185813
INSERT,1717481568565054,186047
INSERT,1717481568565093,186024
INSERT,1717481568565122,186012
INSERT,1717481568751174,90971
INSERT,1717481568751073,240712
INSERT,1717481568751184,240696
INSERT,1717481568751199,240784
INSERT,1717481568842242,235231
INSERT,1717481568991848,229645
INSERT,1717481568992050,229458
INSERT,1717481568991996,229592
INSERT,1717481569077535,175176
INSERT,1717481569252778,203992
INSERT,1717481569221583,235212
INSERT,1717481569221653,235257
INSERT,1717481569221562,235354
INSERT,1717481569456859,226993
INSERT,1717481569456980,227011
INSERT,1717481569456976,227028
INSERT,1717481569456886,227145
INSERT,1717481569683923,47072
INSERT,1717481569731063,220798
INSERT,1717481569684070,267815
INSERT,1717481569684062,267844
INSERT,1717481569684095,267967
INSERT,1717481569952124,241505
INSERT,1717481569951931,241712
INSERT,1717481569951974,241680
INSERT,1717481569951958,241729
INSERT,1717481570193719,262149
INSERT,1717481570193752,262146
INSERT,1717481570193697,262220
INSERT,1717481570193712,262371
INSERT,1717481570456151,219897
INSERT,1717481570455937,220263
INSERT,1717481570455963,220287
INSERT,1717481570455983,220298
INSERT,1717481570676346,229877
INSERT,1717481570676295,229998
INSERT,1717481570676266,230054
INSERT,1717481570676113,230260
INSERT,1717481570906292,187312
INSERT,1717481570906439,187191
INSERT,1717481570906423,187290
INSERT,1717481570906361,187492
INSERT,1717481571093678,227559
INSERT,1717481571093919,227344
INSERT,1717481571093698,227633
INSERT,1717481571093811,227544
INSERT,1717481571321332,75940
INSERT,1717481571321398,181438
INSERT,1717481571321338,182750
INSERT,1717481571321480,182615
INSERT,1717481571397352,162983
INSERT,1717481571502903,58782
INSERT,1717481571560400,118345
INSERT,1717481571504156,174612
INSERT,1717481571504162,174640
INSERT,1717481571561764,117274
INSERT,1717481571678830,68328
INSERT,1717481571678877,93671
INSERT,1717481571679119,93442
INSERT,1717481571678851,93731
INSERT,1717481571747229,118720
INSERT,1717481571772673,93381
INSERT,1717481571772672,93425
INSERT,1717481571772628,93495
INSERT,1717481571866020,51005
INSERT,1717481571866194,231522
INSERT,1717481571917096,180695
INSERT,1717481571866124,231711
INSERT,1717481571866189,231725
INSERT,1717481572097785,63607
INSERT,1717481572097878,216934
INSERT,1717481572097988,216871
INSERT,1717481572161458,153992
INSERT,1717481572097918,217536
INSERT,1717481572314925,59770
INSERT,1717481572315536,96037
INSERT,1717481572314928,96728
INSERT,1717481572315536,96169
INSERT,1717481572374763,151391
INSERT,1717481572411792,212368
INSERT,1717481572411722,212474
INSERT,1717481572411637,212645
INSERT,1717481572526218,98557
INSERT,1717481572624366,76757
INSERT,1717481572701193,48241
INSERT,1717481572624869,124591
INSERT,1717481572624301,125182
INSERT,1717481572624261,125231
INSERT,1717481572749522,106913
INSERT,1717481572749525,106973
INSERT,1717481572749506,107058
INSERT,1717481572749496,107095
INSERT,1717481572856625,176184
INSERT,1717481572856566,176282
INSERT,1717481572856657,176319
INSERT,1717481572856508,176545
INSERT,1717481573032907,79487
INSERT,1717481573112463,83719
INSERT,1717481573033044,163157
INSERT,1717481573033118,163122
INSERT,1717481573032911,163382
INSERT,1717481573196274,55611
INSERT,1717481573196358,55538
INSERT,1717481573196257,95435
INSERT,1717481573196304,95394
INSERT,1717481573291754,115953
INSERT,1717481573291766,116006
INSERT,1717481573251950,155915
INSERT,1717481573251960,155924
INSERT,1717481573407769,84676
INSERT,1717481573492514,76354
INSERT,1717481573407841,161147
INSERT,1717481573407930,161087
INSERT,1717481573407949,161101
INSERT,1717481573569116,51447
INSERT,1717481573568947,94741
INSERT,1717481573620637,43110
INSERT,1717481573569064,94724
INSERT,1717481573569084,94793
INSERT,1717481573663766,88183
INSERT,1717481573663959,88910
INSERT,1717481573663817,89112
INSERT,1717481573663858,89094
INSERT,1717481573753055,155329
INSERT,1717481573752038,156381
INSERT,1717481573752943,155527
INSERT,1717481573752996,155536
INSERT,1717481573908487,82855
INSERT,1717481573908560,185763
INSERT,1717481573991405,102953
INSERT,1717481573908594,185811
INSERT,1717481573908480,185946
INSERT,1717481574094395,60550
INSERT,1717481574094492,154267
INSERT,1717481574155010,93845
INSERT,1717481574094424,154510
INSERT,1717481574094494,154480
INSERT,1717481574248878,68614
INSERT,1717481574249039,177377
INSERT,1717481574248999,177453
INSERT,1717481574317564,108955
INSERT,1717481574248949,177607
INSERT,1717481574426482,39961
INSERT,1717481574426520,61427
INSERT,1717481574426621,170237
INSERT,1717481574426593,170284
INSERT,1717481574488013,108878
INSERT,1717481574466520,130409
INSERT,1717481574597003,49511
INSERT,1717481574596958,151447
INSERT,1717481574596947,151483
INSERT,1717481574646606,101936
INSERT,1717481574596923,151658
INSERT,1717481574748471,54155
INSERT,1717481574802699,100964
INSERT,1717481574748497,155238
INSERT,1717481574748666,155078
INSERT,1717481574748610,155205
INSERT,1717481574903694,51761
INSERT,1717481574903840,90225
INSERT,1717481574903763,90305
INSERT,1717481574903787,90351
INSERT,1717481574955519,39543
INSERT,1717481574994251,116493
INSERT,1717481574994134,116622
INSERT,1717481574995135,115705
INSERT,1717481574994143,116740
INSERT,1717481575110822,147046
INSERT,1717481575110908,147007
INSERT,1717481575110972,146963
INSERT,1717481575110811,147234
INSERT,1717481575257936,84483
INSERT,1717481575257981,168142
INSERT,1717481575258010,168179
INSERT,1717481575342528,83690
INSERT,1717481575258155,168133
INSERT,1717481575426372,36473
INSERT,1717481575426257,36602
INSERT,1717481575426236,154678
INSERT,1717481575462909,118057
INSERT,1717481575426313,154655
INSERT,1717481575462935,118093
INSERT,1717481575581040,27730
INSERT,1717481575581060,27717
INSERT,1717481575581054,39160
INSERT,1717481575581093,39155
INSERT,1717481575608866,154569
INSERT,1717481575620267,143198
INSERT,1717481575620317,143162
INSERT,1717481575608860,154711
INSERT,1717481575763508,29861
INSERT,1717481575763638,93322
INSERT,1717481575793441,148150
INSERT,1717481575763546,178172
INSERT,1717481575763535,178258
INSERT,1717481575857064,84759
INSERT,1717481575941661,78487
INSERT,1717481575941825,159234
INSERT,1717481575941896,159180
INSERT,1717481575941864,159345
INSERT,1717481576020213,120768
INSERT,1717481576101142,59532
INSERT,1717481576101276,59480
INSERT,1717481576101124,59637
INSERT,1717481576141046,135206
INSERT,1717481576160849,115421
INSERT,1717481576160833,115555
INSERT,1717481576160739,115720
INSERT,1717481576276334,35511
INSERT,1717481576276331,162525
INSERT,1717481576276461,162423
INSERT,1717481576276531,162415
INSERT,1717481576311910,127140
INSERT,1717481576438929,36605
INSERT,1717481576439010,57704
INSERT,1717481576438948,57767
INSERT,1717481576439126,57634
INSERT,1717481576475603,163600
INSERT,1717481576496789,142477
INSERT,1717481576496797,142512
INSERT,1717481576496850,142487
INSERT,1717481576639405,46692
INSERT,1717481576639332,96423
INSERT,1717481576639272,96483
INSERT,1717481576686166,127524
INSERT,1717481576639376,174317
INSERT,1717481576735874,78307
INSERT,1717481576735828,78368
INSERT,1717481576813768,88806
INSERT,1717481576814247,88854
INSERT,1717481576814285,88863
INSERT,1717481576813765,89451
INSERT,1717481576902745,78977
INSERT,1717481576903220,127898
INSERT,1717481576903204,127965
INSERT,1717481576903297,127904
INSERT,1717481576981786,176549
INSERT,1717481577031209,127162
INSERT,1717481577031265,127189
INSERT,1717481577031277,127059
INSERT,1717481577158441,59906
INSERT,1717481577158597,59912
INSERT,1717481577158450,60100
INSERT,1717481577158568,59990
INSERT,1717481577218648,111540
INSERT,1717481577218616,111590
INSERT,1717481577218440,111900
INSERT,1717481577218575,111913
INSERT,1717481577330282,55880
INSERT,1717481577330282,56235
INSERT,1717481577386258,113208
INSERT,1717481577330413,169081
INSERT,1717481577330587,168881
INSERT,1717481577386584,156778
INSERT,1717481577499536,96096
INSERT,1717481577499679,95971
INSERT,1717481577499565,167641
INSERT,1717481577543454,134716
INSERT,1717481577595718,124895
INSERT,1717481577595692,124951
INSERT,1717481577667273,83849
INSERT,1717481577678273,170779
INSERT,1717481577720748,128365
INSERT,1717481577751191,97932
INSERT,1717481577720684,128450
INSERT,1717481577849134,44522
INSERT,1717481577849199,165738
INSERT,1717481577849200,165749
INSERT,1717481577849196,165796
INSERT,1717481577893758,167414
INSERT,1717481578015059,68285
INSERT,1717481578015002,170757
INSERT,1717481578061247,124566
INSERT,1717481578083410,102446
INSERT,1717481578015013,170858
